回答url,页码,评论作者,作者性别,评论内容,作者主页,作者头像,评论时间,评论级别,点赞数,IP属地,Topic
https://www.zhihu.com/answer/3424848650,1,流浪银河,男,['但被抓后又大叫自己有外交豁免权，真是个奇怪的人。'],https://www.zhihu.com/people/xiete-15,https://pic1.zhimg.com/v2-4414a986a290fa6b90ba56dbe672b9da.jpg?source=06d4cd63,2024-03-10 05:53:55,一级评论,643,浙江,"[(0, 0.06669031), (1, 0.06669179), (2, 0.7332349), (3, 0.066690564), (4, 0.06669246)]"
https://www.zhihu.com/answer/3424848650,1,荒芜,未知,"['嗷，刚看了完整版，从云南做灰机去的杭州，', '[', '飙泪笑', ']', '[', '飙泪笑', ']']",https://www.zhihu.com/people/huang-wu-37-93,https://picx.zhimg.com/v2-44fc68a913df6c23e01b83606f324916.jpg?source=06d4cd63,2024-03-10 05:47:04,一级评论,386,河南,"[(0, 0.0401706), (1, 0.040157568), (2, 0.041667216), (3, 0.8378953), (4, 0.040109355)]"
https://www.zhihu.com/answer/3424848650,1,荒芜,未知,"['这不是杭州的吗？云南地头蛇这么厉害？', '[', '飙泪笑', ']']",https://www.zhihu.com/people/huang-wu-37-93,https://picx.zhimg.com/v2-44fc68a913df6c23e01b83606f324916.jpg?source=06d4cd63,2024-03-10 05:45:54,一级评论,87,河南,"[(0, 0.050261546), (1, 0.6408642), (2, 0.20781279), (3, 0.050890006), (4, 0.050171442)]"
https://www.zhihu.com/answer/3424848650,1,荒芜,未知,"['嗷，刚看了完整版，从云南做灰机去的杭州，', '[', '飙泪笑', ']', '[', '飙泪笑', ']']",https://www.zhihu.com/people/huang-wu-37-93,https://picx.zhimg.com/v2-44fc68a913df6c23e01b83606f324916.jpg?source=06d4cd63,2024-03-10 05:47:04,二级评论,386,河南,"[(0, 0.04017062), (1, 0.040157586), (2, 0.04168972), (3, 0.83787274), (4, 0.04010937)]"
https://www.zhihu.com/answer/3424848650,1,Hunter,未知,['以前拦路抢劫就是云南那边的'],https://www.zhihu.com/people/andy-chen-69-6,https://picx.zhimg.com/1e6067025b37a9b5579090e85a9de818.jpg?source=06d4cd63,2024-03-10 06:21:38,二级评论,3,江苏,"[(0, 0.5998169), (1, 0.100046836), (2, 0.10004545), (3, 0.10004396), (4, 0.10004679)]"
https://www.zhihu.com/answer/3424848650,1,装可爱的小橘猫,女,"['万一他在里面举报黑道', '贪官，是不是能轻判啊', '[', 'doge', ']']",https://www.zhihu.com/people/ni-mu-dao-54,https://picx.zhimg.com/v2-d2358a8abba3cbf99648948ea1c1ee4e.jpg?source=06d4cd63,2024-03-10 05:15:44,一级评论,61,上海,"[(0, 0.04098844), (1, 0.04015234), (2, 0.040303595), (3, 0.83748555), (4, 0.041070044)]"
https://www.zhihu.com/answer/3424848650,1,普嗨熙栋,男,"['那恐怕就不是法官的事了，归判官处理', '[', 'doge', ']']",https://www.zhihu.com/people/zong-tong-23-2,https://pic1.zhimg.com/v2-e697fdc5b75186387afa6c2133e16f38.jpg?source=06d4cd63,2024-03-10 07:39:57,二级评论,97,北京,"[(0, 0.05179776), (1, 0.050255157), (2, 0.050518777), (3, 0.7955531), (4, 0.051875245)]"
https://www.zhihu.com/answer/3424848650,1,苦碧,未知,['直接死刑了'],https://www.zhihu.com/people/ku-bi-63-48,https://picx.zhimg.com/v2-467f2c575cdf10408aeef03856c42b3b.jpg?source=06d4cd63,2024-03-10 07:57:36,二级评论,0,四川,"[(0, 0.59981865), (1, 0.10004534), (2, 0.100045875), (3, 0.10004281), (4, 0.10004736)]"
https://www.zhihu.com/answer/3424848650,1,脑中风科毛主任,男,['你们以为他是疯子，其实他心里明镜的很，在外边不好混，干一票大的，他甚至还抓住了这两天的热门金价暴涨，被抓的时候还留下一句名言，他这种判不了太久，出来后妥妥的流量，抖音直播开开。还记得那句：打工是不可能打工的了，这辈子都不可能打工的了'],https://www.zhihu.com/people/mao-yang-xian,https://pic1.zhimg.com/v2-74d539f1638a982bd3eb7e443e78d78a.jpg?source=06d4cd63,2024-03-10 08:15:59,一级评论,67,浙江,"[(0, 0.9384406), (1, 0.015389903), (2, 0.015389778), (3, 0.015389646), (4, 0.015390045)]"
https://www.zhihu.com/answer/3424848650,1,刘维尔的手稿,未知,['抢劫可是重罪，黄金价值又高'],https://www.zhihu.com/people/bu-dong-ru-shan-xiao-bai-tu-87,https://picx.zhimg.com/v2-aebde4bb23eb30621799a0bfe913f288.jpg?source=06d4cd63,2024-03-10 08:17:18,二级评论,1,广东,"[(0, 0.73323256), (1, 0.066692166), (2, 0.06669135), (3, 0.0666909), (4, 0.06669301)]"
https://www.zhihu.com/answer/3424848650,1,打王者被ELO制裁,男,['十年起步，等出来抖音还在不在都成问题。'],https://www.zhihu.com/people/hu-zhan-92,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 08:23:21,二级评论,92,上海,"[(0, 0.06669155), (1, 0.066692695), (2, 0.06669196), (3, 0.73323023), (4, 0.066693544)]"
https://www.zhihu.com/answer/3424848650,1,xheroggg,男,['还记得之前一个节目请了个老头分享当年他如何研究法条如何安全得抢劫入狱吃牢饭，就因为穷得吃不起饭了，主持人哑口无言不知道如何反驳'],https://www.zhihu.com/people/williamsg,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 08:16:26,一级评论,42,北京,"[(0, 0.05001777), (1, 0.05001854), (2, 0.05001805), (3, 0.7999266), (4, 0.050019085)]"
https://www.zhihu.com/answer/3424848650,1,第二个了,男,['我也觉得是不是在外面得罪人了，或者欠大债了，走投无路想去避难来着。'],https://www.zhihu.com/people/862254,https://picx.zhimg.com/v2-3322eb315b1c358d97d84b7ee006bd3c.jpg?source=06d4cd63,2024-03-10 08:58:39,一级评论,27,湖北,"[(0, 0.050017674), (1, 0.05001853), (2, 0.050018087), (3, 0.79992664), (4, 0.050019115)]"
https://www.zhihu.com/answer/3424848650,1,不要叫我老公了,女,"['上城警方通报下了飞机直接来的，我看视频上全场大家都在录像围观', '感觉太抽象了']",https://www.zhihu.com/people/82-49-28-91-79,https://pic1.zhimg.com/v2-8ad3d9f84724cb020a297138fcc89e82.jpg?source=06d4cd63,2024-03-10 08:40:50,一级评论,30,浙江,"[(0, 0.050017774), (1, 0.05001857), (2, 0.050018154), (3, 0.79992634), (4, 0.050019145)]"
https://www.zhihu.com/answer/3424848650,1,算盘,未知,"['[', 'doge', ']', '太久没见过这么嚣张的抢劫方式了']",https://www.zhihu.com/people/xin-xian-de-wo-15,https://pica.zhimg.com/v2-17a176fe11a203dc95bedcbfb68d6954.jpg?source=06d4cd63,2024-03-10 09:18:47,二级评论,18,重庆,"[(0, 0.06775402), (1, 0.06683312), (2, 0.066997014), (3, 0.066983335), (4, 0.7314325)]"
https://www.zhihu.com/answer/3424848650,1,马尔巴勒,女,"['哎，今天你就见到了！', '[', '滑稽', ']']",https://www.zhihu.com/people/95-65-95-69,https://pic1.zhimg.com/v2-22dfe7094375e34e38695123acd219db.jpg?source=06d4cd63,2024-03-10 10:06:49,二级评论,0,福建,"[(0, 0.06770443), (1, 0.06669227), (2, 0.73103553), (3, 0.0666913), (4, 0.067876436)]"
https://www.zhihu.com/answer/3424848650,1,饮水机管理员,男,['云南特产'],https://www.zhihu.com/people/sun-xiao-chuan-998,https://pic1.zhimg.com/v2-68820767ff06f36b131df24abb31db9f.jpg?source=06d4cd63,2024-03-10 06:24:51,一级评论,25,江苏,"[(0, 0.100044265), (1, 0.10004823), (2, 0.10004623), (3, 0.599813), (4, 0.10004828)]"
https://www.zhihu.com/answer/3424848650,1,兰博,男,"['什么云南特产啊？', '[', '好奇', ']']",https://www.zhihu.com/people/woxiangmodamimi,https://pic1.zhimg.com/v2-a2ad97aec919c11f3aee6eddf1279ed2.jpg?source=06d4cd63,2024-03-10 07:36:16,二级评论,1,山东,"[(0, 0.7332774), (1, 0.06668085), (2, 0.06668023), (3, 0.06668012), (4, 0.06668138)]"
https://www.zhihu.com/answer/3424848650,1,白默笑,女,"['大概指吃完菌子发癫吧', '[', '捂脸', ']']",https://www.zhihu.com/people/bai-mo-xiao-26,https://pic1.zhimg.com/v2-0b1576b0ce4f297822c199b959af22b0.jpg?source=06d4cd63,2024-03-10 07:39:39,二级评论,25,内蒙古,"[(0, 0.7314175), (1, 0.067919575), (2, 0.06676285), (3, 0.06719155), (4, 0.066708505)]"
https://www.zhihu.com/answer/3424848650,1,zztt,女,"['听说有几个监狱是学雕刻的，进去学了手艺，出去就业很好', '[', '飙泪笑', ']']",https://www.zhihu.com/people/zztt-25-26,https://picx.zhimg.com/v2-4408ba2c64fc0d55a2df9c5edc1584e8.jpg?source=06d4cd63,2024-03-10 10:55:44,一级评论,13,北京,"[(0, 0.04021289), (1, 0.04019742), (2, 0.16258356), (3, 0.04072636), (4, 0.71627975)]"
https://www.zhihu.com/answer/3424848650,1,完梦好,男,['缝纫机就有得你学'],https://www.zhihu.com/people/wen-ti-zhong-nian,https://picx.zhimg.com/v2-7389af24b4e3b7be67383ec6230c7eec.jpg?source=06d4cd63,2024-03-10 12:24:29,二级评论,2,广东,"[(0, 0.5998167), (1, 0.10004536), (2, 0.100045934), (3, 0.10004423), (4, 0.10004785)]"
https://www.zhihu.com/answer/3424848650,2,爱谁谁,男,"['云南警察抓捕的时候可能借口吃了菌子对他一顿爆锤', '[', '飙泪笑', ']', '[', '飙泪笑', ']', '[', '飙泪笑', ']', '，看杭州阿sir文明的多']",https://www.zhihu.com/people/ai-shui-shui-65-38,https://pica.zhimg.com/v2-5ffafbdeb9f066aef31a76faac4a1b6b.jpg?source=06d4cd63,2024-03-10 10:06:12,一级评论,8,四川,"[(0, 0.033405155), (1, 0.033400096), (2, 0.8662383), (3, 0.033575583), (4, 0.033380892)]"
https://www.zhihu.com/answer/3424848650,2,秋水,男,['但惹了地头蛇进监狱更容易被搞吧'],https://www.zhihu.com/people/wang-zi-xin-61-69,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 08:57:32,一级评论,5,北京,"[(0, 0.1000417), (1, 0.59983474), (2, 0.10004037), (3, 0.100039236), (4, 0.100043945)]"
https://www.zhihu.com/answer/3424848650,2,wuli鸡煲,女,['所以去了杭州，长三角地区管理比较规范'],https://www.zhihu.com/people/wuliji-bao,https://pic1.zhimg.com/185798bf706bd6b3007a14d481174765.jpg?source=06d4cd63,2024-03-10 09:33:12,二级评论,55,云南,"[(0, 0.73323166), (1, 0.066692345), (2, 0.06669188), (3, 0.06669111), (4, 0.06669305)]"
https://www.zhihu.com/answer/3424848650,2,Doufanr,女,['杭州很公开透明，第一事情传播太快，肯定会公开宣判。'],https://www.zhihu.com/people/chang-43-32,https://pic1.zhimg.com/v2-c9911a0a42b7527f908f75948e470900.jpg?source=06d4cd63,2024-03-10 10:08:35,二级评论,19,江西,"[(0, 0.050015513), (1, 0.050016217), (2, 0.05001582), (3, 0.05001538), (4, 0.79993707)]"
https://www.zhihu.com/answer/3424848650,2,兰博,男,"['这事跟云南有啥关系？', '[', '好奇', ']']",https://www.zhihu.com/people/woxiangmodamimi,https://pica.zhimg.com/v2-a2ad97aec919c11f3aee6eddf1279ed2.jpg?source=06d4cd63,2024-03-10 07:35:31,一级评论,3,山东,"[(0, 0.7332774), (1, 0.06668065), (2, 0.066680424), (3, 0.06668005), (4, 0.06668147)]"
https://www.zhihu.com/answer/3424848650,2,伽伽,未知,"['因为这人是云南人', '[', '捂脸', ']']",https://www.zhihu.com/people/76-26-11-15,https://picx.zhimg.com/v2-1ba759e34cd7fa78d42a6d9059236dd3.jpg?source=06d4cd63,2024-03-10 07:38:25,二级评论,36,浙江,"[(0, 0.7314053), (1, 0.06793222), (2, 0.0667626), (3, 0.06719158), (4, 0.06670828)]"
https://www.zhihu.com/answer/3424848650,2,令狐葱,未知,['云南坐飞机过去杭州砸的'],https://www.zhihu.com/people/da-cong-xia-41,https://pica.zhimg.com/v2-573adbf96c02410e9ee1dd15fe46e828.jpg?source=06d4cd63,2024-03-10 07:55:39,二级评论,29,北京,"[(0, 0.10004388), (1, 0.10004843), (2, 0.100044996), (3, 0.59981346), (4, 0.10004919)]"
https://www.zhihu.com/answer/3424848650,2,考试橡皮,男,"['那为啥不去成都啊', '[', '好奇', ']', '，成都离云南近，也是大城市啊', '[', '好奇', ']']",https://www.zhihu.com/people/yang-yang-bu-shuo,https://picx.zhimg.com/e96f28f8eabdfe0f4b28307630f5547a.jpg?source=06d4cd63,2024-03-10 08:55:12,一级评论,2,浙江,"[(0, 0.86663675), (1, 0.033340923), (2, 0.033340685), (3, 0.033340544), (4, 0.03334112)]"
https://www.zhihu.com/answer/3424848650,2,爱抢篮板,男,['遍地飘零的地方，监狱里面也差不多。'],https://www.zhihu.com/people/peptide,https://picx.zhimg.com/40fa2e9ff1691b9dc4c2fe4ce3bf5197.jpg?source=06d4cd63,2024-03-10 09:03:13,二级评论,25,甘肃,"[(0, 0.066688344), (1, 0.06668928), (2, 0.06668877), (3, 0.06668828), (4, 0.7332453)]"
https://www.zhihu.com/answer/3424848650,2,陳杰,男,['成都太辣了吧，吃不惯'],https://www.zhihu.com/people/chen-jie-8-71,https://pica.zhimg.com/v2-80cff19c3b73ac931091ea21724f4167.jpg?source=06d4cd63,2024-03-10 09:04:13,二级评论,17,天津,"[(0, 0.066691265), (1, 0.066692956), (2, 0.06669201), (3, 0.7332305), (4, 0.06669332)]"
https://www.zhihu.com/answer/3424848650,2,一个无聊的人,男,"['云南蘑菇直播带货', '[', '捂脸', ']', '，好吃鲜美功效久。']",https://www.zhihu.com/people/yolo-68-73,https://picx.zhimg.com/v2-5354275be1d8793126330c6adddf343f.jpg?source=06d4cd63,2024-03-10 12:34:01,一级评论,2,河南,"[(0, 0.050442576), (1, 0.7992652), (2, 0.050046075), (3, 0.05022243), (4, 0.0500237)]"
https://www.zhihu.com/answer/3424848650,2,久病成医,男,"['也可能是因为想躲老婆', '[', '思考', ']', '，在牢里能清净一会儿']",https://www.zhihu.com/people/wan-ju-pai-dui-hong-pa-guan,https://pic1.zhimg.com/61bdec2a6a1118543dbc2bc30b100669.jpg?source=06d4cd63,2024-03-10 11:31:58,一级评论,2,云南,"[(0, 0.050104603), (1, 0.050011665), (2, 0.0501081), (3, 0.050011024), (4, 0.79976463)]"
https://www.zhihu.com/answer/3424848650,2,阿拉伯数字,女,['要抢也去周大福啊，六福的含金量多次抽查都不合格。'],https://www.zhihu.com/people/a-la-bo-shu-zi-26,https://picx.zhimg.com/3710c9303d034b6ce9603b610315bc91.jpg?source=06d4cd63,2024-03-10 10:15:33,一级评论,2,广东,"[(0, 0.7332316), (1, 0.06669251), (2, 0.06669173), (3, 0.066690914), (4, 0.06669326)]"
https://www.zhihu.com/answer/3424848650,2,Wayne Wang,男,['学《越狱》的迈克？'],https://www.zhihu.com/people/wayne-wang-72-92,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 09:33:50,一级评论,3,上海,"[(0, 0.06669068), (1, 0.0666914), (2, 0.73323524), (3, 0.066690415), (4, 0.0666923)]"
https://www.zhihu.com/answer/3424848650,2,考试橡皮,男,['对了还有个广州，广州成都离云南都不算远，也都是大城市'],https://www.zhihu.com/people/yang-yang-bu-shuo,https://pic1.zhimg.com/e96f28f8eabdfe0f4b28307630f5547a.jpg?source=06d4cd63,2024-03-10 08:55:43,一级评论,1,浙江,"[(0, 0.05001694), (1, 0.050017565), (2, 0.7999304), (3, 0.05001688), (4, 0.0500182)]"
https://www.zhihu.com/answer/3424848650,2,QQ Chen,男,['肯定要去地头蛇够不到的地方啊……'],https://www.zhihu.com/people/pp-chen-18,https://pic1.zhimg.com/v2-d27138cf63f3591d592055dff3177971.jpg?source=06d4cd63,2024-03-10 09:22:05,二级评论,3,美国,"[(0, 0.10003959), (1, 0.100040525), (2, 0.10004112), (3, 0.10003964), (4, 0.59983915)]"
https://www.zhihu.com/answer/3424848650,2,考试橡皮,男,"['我不信地头蛇还能够到成都，能够到成都那起码比孙小果的能量还大', '[', '好奇', ']']",https://www.zhihu.com/people/yang-yang-bu-shuo,https://picx.zhimg.com/e96f28f8eabdfe0f4b28307630f5547a.jpg?source=06d4cd63,2024-03-10 09:26:07,二级评论,1,浙江,"[(0, 0.7999492), (1, 0.05001286), (2, 0.05001247), (3, 0.05001217), (4, 0.050013278)]"
https://www.zhihu.com/answer/3424848650,2,浪人歌,女,['应该是他哥哥快行刑了吧'],https://www.zhihu.com/people/65-38-43-28-44,https://pica.zhimg.com/v2-d162ee9c63847035e382bb7d935873f0.jpg?source=06d4cd63,2024-03-10 11:39:25,一级评论,1,山东,"[(0, 0.10004537), (1, 0.100047305), (2, 0.10004547), (3, 0.5998132), (4, 0.1000486)]"
https://www.zhihu.com/answer/3424848650,2,大面包,未知,['猜想一：欠很多网贷？猜想二：想火？猜想三：逃避某些人和事？猜想四：毒了发疯？'],https://www.zhihu.com/people/da-mian-bao-59,https://picx.zhimg.com/4c94560c1376224f6ff56784a557a425.jpg?source=06d4cd63,2024-03-10 11:24:58,一级评论,2,广东,"[(0, 0.02222874), (1, 0.02222903), (2, 0.022228863), (3, 0.022228697), (4, 0.91108465)]"
https://www.zhihu.com/answer/3424848650,2,孤魂野鬼,男,"['想起以前看过的一句话', ':', '“', '当你无路可走的时候，记住还有一条路，那就是－－饭醉！', '”']",https://www.zhihu.com/people/gu-hun-ye-gui-84-99,https://pic1.zhimg.com/v2-0671ee2b2d4afb71ab7f95ec4ec0aeae.jpg?source=06d4cd63,2024-03-10 11:05:09,一级评论,1,广西,"[(0, 0.033343296), (1, 0.033343736), (2, 0.03334347), (3, 0.03334322), (4, 0.86662626)]"
https://www.zhihu.com/answer/3424848650,2,无益,男,['你是不是对劳改犯的生活有什么误解？'],https://www.zhihu.com/people/chen-yan-ran-8,https://pic1.zhimg.com/e1aa6f04755885da8c1ca522cec849ee.jpg?source=06d4cd63,2024-03-10 10:18:43,一级评论,1,湖北,"[(0, 0.100043826), (1, 0.100045584), (2, 0.5998218), (3, 0.10004242), (4, 0.10004631)]"
https://www.zhihu.com/answer/3424848650,2,鹣鲽,男,['想吃牢饭的话为什么不通过酒驾的方式被抓呢？这样更加人畜无害'],https://www.zhihu.com/people/jian-die-26,https://picx.zhimg.com/c8c759a9ac4c7322fba50543b43b29fd.jpg?source=06d4cd63,2024-03-10 13:31:02,一级评论,0,甘肃,"[(0, 0.0666903), (1, 0.06669122), (2, 0.7332362), (3, 0.06669003), (4, 0.066692255)]"
https://www.zhihu.com/answer/3424848650,2,自由飞翔,女,"['酒驾最多不过半年，万一伤人也不好，这个办法坐牢时间长，三年五年起步，也不会伤害什么人', '[', '捂脸', ']']",https://www.zhihu.com/people/68-96-45-39-68,https://picx.zhimg.com/v2-d0f434e541f7e583d3255b64da1a5a77.jpg?source=06d4cd63,2024-03-10 14:14:06,二级评论,2,浙江,"[(0, 0.028695496), (1, 0.88549757), (2, 0.028588455), (3, 0.028635865), (4, 0.028582605)]"
https://www.zhihu.com/answer/3424848650,2,iSpring.filter,未知,['那他为什么不坐动车去杭州？'],https://www.zhihu.com/people/ispring-filter,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 12:27:51,一级评论,0,广西,"[(0, 0.10004304), (1, 0.1000463), (2, 0.59982204), (3, 0.10004219), (4, 0.100046456)]"
https://www.zhihu.com/answer/3424848650,2,111,未知,['太久了'],https://www.zhihu.com/people/111-75-47,https://pica.zhimg.com/v2-5cd2ebb09b65d61320108fe3540f1717.jpg?source=06d4cd63,2024-03-10 14:16:44,二级评论,0,河北,"[(0, 0.59981644), (1, 0.10004733), (2, 0.10004549), (3, 0.10004256), (4, 0.100048155)]"
https://www.zhihu.com/answer/3424848650,2,乐之,男,['据说是赌徒欠了好多钱'],https://www.zhihu.com/people/jiang-yang-51-48-16,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 13:19:33,一级评论,0,吉林,"[(0, 0.10004448), (1, 0.10004823), (2, 0.10004576), (3, 0.59981436), (4, 0.10004722)]"
https://www.zhihu.com/answer/3424848650,2,阿拉斯库,男,['角头2看过没有，这是去窑里苦修了'],https://www.zhihu.com/people/zhang-xiao-xin-tong-xue-8,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 11:23:17,一级评论,0,湖北,"[(0, 0.06669026), (1, 0.06669128), (2, 0.7332362), (3, 0.06669004), (4, 0.066692226)]"
https://www.zhihu.com/answer/3424848650,2,秘银之火,未知,"['传统中国人思维', '[', '惊喜', ']', '美丽姑国都是这样零元购。只能说版本不对而已']",https://www.zhihu.com/people/mi-yin-zhi-huo,https://picx.zhimg.com/27bf3bf4b260b77a89ad2a9d91bcbe0f.jpg?source=06d4cd63,2024-03-10 10:22:06,一级评论,0,福建,"[(0, 0.04003309), (1, 0.040119242), (2, 0.040157195), (3, 0.8396678), (4, 0.04002268)]"
https://www.zhihu.com/answer/3424848650,2,嗯 嗯,未知,['貌似刑法是十年起步，如果真是十年起步，建议修改一下子，毕竟零元购的时代，十年起步判罚太严重了'],https://www.zhihu.com/people/zhu-qing-li-42,https://picx.zhimg.com/v2-568bbb506c074235096492058a498872.jpg?source=06d4cd63,2024-03-10 09:53:11,一级评论,0,浙江,"[(0, 0.03334423), (1, 0.033344723), (2, 0.86662185), (3, 0.03334416), (4, 0.033345032)]"
https://www.zhihu.com/answer/3424848650,2,子规光年,未知,"['最高可以死刑的', '[', '捂脸', ']', '。']",https://www.zhihu.com/people/zi-gui-guang-nian,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 14:11:22,二级评论,0,江西,"[(0, 0.068984345), (1, 0.06941338), (2, 0.06684556), (3, 0.72802013), (4, 0.066736616)]"
https://www.zhihu.com/answer/3424848650,2,东极岛,男,['是不是想进去包吃包住免费学青瓷玉雕手艺？'],https://www.zhihu.com/people/hzuu,https://pica.zhimg.com/v2-e3b6fec7f9feb1476c82ce30d0f6afdd.jpg?source=06d4cd63,2024-03-10 14:21:52,一级评论,0,浙江,"[(0, 0.10004616), (1, 0.10004673), (2, 0.100045554), (3, 0.59981406), (4, 0.10004747)]"
https://www.zhihu.com/answer/3424848650,3,Relative,未知,"['可能他只是想把国外零元购的先进技术传播到中国', '[', '开心', ']']",https://www.zhihu.com/people/fang-cun-shan-40,https://picx.zhimg.com/v2-a9fe46f4f0db1d3d9cd4504e3871032b.jpg?source=06d4cd63,2024-03-10 13:05:10,一级评论,0,陕西,"[(0, 0.06669148), (1, 0.0666924), (2, 0.06669173), (3, 0.7332309), (4, 0.06669352)]"
https://www.zhihu.com/answer/3424848650,3,漫步者四野,未知,['走路步发颠，应该是没过药劲吧。'],https://www.zhihu.com/people/man-bu-zhe-si-ye,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-03-10 12:42:44,一级评论,0,辽宁,"[(0, 0.06668859), (1, 0.06668948), (2, 0.06668902), (3, 0.06668819), (4, 0.73324466)]"
